CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-10-1754-41,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA OFICIAL RURAL MIXTA,ALDEA CONCEPCION EL PILAR I,52098051,CESAR AUGUSTO LUNA ORTIZ,DANIA ALEJANDRINA MORALES GUERRA,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1755-41,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXA A EORM,ALDEA COMUNIDAD DE ZET,51780539,LESBIA MARICELA COTZOJAY PATZAN,JOSE EULALIO BOROR PIRIR,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1756-41,,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A EORM,CASERIO PASAJOC ALDEA CERRO ALTO,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1758-41,,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A EORM,ALDEA SACSUY,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1760-41,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA 'LUIS ADOLFO JUAREZ TOLEDO',ALDEA SAN ANTONIO LAS TROJES,,CESAR AUGUSTO LUNA ORTIZ,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1761-41,,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA,ALDEA CERRO ALTO,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1763-41,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A EORM,CASERIO REALHUIT ALDEA SACSUY,66302604,LESBIA MARICELA COTZOJAY PATZAN,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1764-41,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA,CASERIO SANTA FE OCAÑA ALDEA CRUZ BLANCA,42145214,CESAR AUGUSTO LUNA ORTIZ,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1766-41,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA OFICIAL RURAL MIXTA,ALDEA MONTUFAR,57013058,CRISTOBAL DE JESUS SANTIZO ROSALES,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1767-41,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA 'MARIA ESTHER DE QUIROS',ALDEA LOMA ALTA,66695046,CESAR AUGUSTO LUNA ORTIZ,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1768-41,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA,CASERIO LOS PAJOQUES ALDEA LOMA ALTA,48169288,CESAR AUGUSTO LUNA ORTIZ,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1769-41,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A EORM 'DOCTORA DORIS T. ALLEN',ALDEA SAJCAVILLA,,LESBIA MARICELA COTZOJAY PATZAN,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1770-41,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA,ALDEA LA UNION EL PILAR II,,CESAR AUGUSTO LUNA ORTIZ,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-1771-41,,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA 'EL REFUGIO',ALDEA CAMINO DE SAN PEDRO,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-6040-41,,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXA A ESCUELA RURAL MIXTA,CASERIO LOS GUATES ALDEA SUACITE,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-6042-41,,GUATEMALA,SAN JUAN SACATEPEQUEZ,COPB ANEXO A ESCUELA RURAL MIXTA,ALDEA ESTANCIA GRANDE,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
